-3.341479599475860596e-01,-2.484285682439804077e-01,-2.201670557260513306e-01
-9.142975509166717529e-02,2.174501717090606689e-01,-5.329807400703430176e-01
3.986973464488983154e-01,5.539601445198059082e-01,2.064003236591815948e-02
-1.487379074096679688e-01,3.448964953422546387e-01,4.498040676116943359e-01
-5.524486303329467773e-01,-5.739232897758483887e-01,-5.555189251899719238e-01
-1.925284601747989655e-02,3.595069050788879395e-01,4.334390759468078613e-01
-4.462652206420898438e-01,-2.740404307842254639e-01,4.477306306362152100e-01
-3.592805564403533936e-01,-4.724354147911071777e-01,-2.772805094718933105e-01
3.465972840785980225e-01,-2.592395544052124023e-01,-2.032081484794616699e-01
-1.490945219993591309e-01,1.577621549367904663e-01,-1.466962993144989014e-01
1.067426279187202454e-01,8.286903053522109985e-02,6.847713887691497803e-02
