3.738944232463836670e-02,4.238641560077667236e-01,2.845366001129150391e-01
-2.778824269771575928e-01,-3.505765646696090698e-02,3.027765750885009766e-01
3.290105164051055908e-01,-2.212431579828262329e-01,4.250781834125518799e-01
-5.607978701591491699e-01,-2.567996680736541748e-01,4.278916418552398682e-01
4.056131839752197266e-01,-3.278982639312744141e-01,-5.571759939193725586e-01
6.604794263839721680e-01,-2.838105261325836182e-01,-2.345188520848751068e-02
-3.029038608074188232e-01,-2.205805778503417969e-01,-2.723959088325500488e-01
1.190052554011344910e-01,-5.666797757148742676e-01,8.804298937320709229e-02
2.894337773323059082e-01,4.784745573997497559e-01,2.048212289810180664e-01
1.163017675280570984e-01,-4.578093886375427246e-01,-3.955512344837188721e-01
3.763512894511222839e-02,2.579855918884277344e-02,2.525200322270393372e-02
