-3.945412635803222656e-01,-4.823279976844787598e-01,-7.097178101539611816e-01
-3.967699408531188965e-01,-8.468506932258605957e-01,-1.006965804845094681e-02
5.529449582099914551e-01,4.615637362003326416e-01,5.484341382980346680e-01
-5.481626987457275391e-01,-3.670188486576080322e-01,-5.398200154304504395e-01
-1.527598202228546143e-01,5.744310617446899414e-01,-7.277805805206298828e-01
1.062284469604492188e+00,7.157037854194641113e-01,7.596457600593566895e-01
-4.715118110179901123e-01,-4.268920719623565674e-01,-4.670079052448272705e-01
-7.242483496665954590e-01,-5.805173516273498535e-01,-7.165964245796203613e-01
5.020753145217895508e-01,4.088056385517120361e-01,5.173745155334472656e-01
8.854841589927673340e-01,6.454568505287170410e-01,8.920989632606506348e-01
1.435197740793228149e-01,1.078589260578155518e-01,2.010248154401779175e-01
